Start

time_(μs) raw_current raw_low_voltage
1358056 526 135
1358916 526 132
1359764 526 142
1360620 526 133
1361484 527 151
1362340 527 137
1363192 526 125
1364052 525 131
1364900 526 130
1365756 525 123
1366620 526 147
1367484 526 124
1368340 524 123
1369192 525 134
1370044 524 120
1370900 524 131
1371764 525 120
1372620 524 117
1373476 523 118
1374332 524 110
1375180 524 124
1376036 523 116
1376892 523 109
1377752 523 127
1378612 523 107
1379464 524 137
1380316 524 107
1381172 523 123
1382028 524 117
1382892 523 110
1383752 524 100
1384612 523 107
1385460 523 116
1386316 524 119
1387172 524 118
1388036 525 117
1388900 524 111
1389756 524 119
1390612 524 121
1391468 525 125
1392324 525 153
1393188 525 122
1394044 525 133
1394896 525 139
1395756 525 127
1396604 525 145
1397460 525 130
1398324 525 124
1399180 525 122
1400036 526 129
1400888 525 127
1401740 525 149
1402604 525 121
1403468 524 129
1404324 525 128
1405180 524 112
1406036 524 140
1406892 525 113
1407748 524 124
1408612 524 123
1409472 523 112
1410332 523 141
1411188 523 108
1412036 523 98
1412848 525 113
1413708 524 112
1414564 522 111
1415416 523 99
1416232 522 114
1417084 523 98
1417896 522 127
1418756 523 98
1419568 522 92
1420384 522 103
1421236 523 113
1422092 523 109
1422956 521 106
1423812 522 123
1424676 523 105
1425540 523 100
1426388 523 98
1427200 523 113
1428060 523 108
1428916 523 125
1429772 524 116
1430628 523 111
1431476 523 129
1432332 525 113
1433196 524 137
1434060 524 123
1434920 524 124
1435776 525 138
1436628 524 117
1437484 524 138
1438340 525 121
1439204 524 115
1440060 524 131
1440912 524 113
1441764 524 138
1442620 524 108
1443476 523 118
1444340 523 121
1445192 523 111
1446052 524 95
1446856 524 105
1447708 523 100
1448568 523 113
1449424 522 119
1450284 523 110
1451140 522 106
1451988 522 112
1452844 522 94
1453656 523 96
1454472 522 91
1455288 521 112
1456148 522 98
1456952 522 122
1457804 523 95
1458624 522 99
1459440 522 104
1460296 521 116
1461148 523 102
1462004 522 108
1462868 521 103
1463724 521 110
1464580 522 110
1465436 521 104
1466284 523 120
1467140 522 107
1468004 523 91
1468824 522 107
1469684 523 110
1470540 524 118
1471388 523 125
1472244 524 121
1473104 524 114
1473964 524 126
1474828 524 115
1475680 523 129
1476532 523 114
1477388 523 118
1478252 524 125
1479108 523 109
1479964 523 140
1480820 523 103
1481668 523 108
1482524 523 107
1483388 522 121
1484244 523 110
1485100 522 108
1485952 522 114
1486804 522 102
1487660 523 103
1488516 522 95
1489336 522 116
1490196 522 98
1491008 522 122
1491860 522 93
1492672 520 105
1493532 522 91
1494344 521 120
1495204 522 92
1496016 521 89
1496824 521 99
1497640 521 110
1498496 522 101
1499356 521 106
1500212 521 108
1501060 522 107
1501916 522 107
1502780 522 108
1503644 522 121
1504508 522 105
1505372 523 139
1506220 523 108
1507076 523 107
1507940 524 120
1508804 524 123
1509668 524 121
1510524 524 109
1511380 521 109
1512236 523 104
1513092 523 129
1513956 523 111
1514820 523 117
1515684 523 122
1516540 523 109
1517396 525 95
1518212 523 98
1519024 522 109
1519884 523 110
1520748 522 118
1521604 523 102
1522460 522 110
1523324 523 112
1524188 522 106
1525044 523 109
1525900 521 97
1526704 523 114
1527556 522 93
1528376 522 129
1529236 522 93
1530048 521 112
1530908 521 96
1531720 522 123
1532572 522 91
1533392 522 106
1534252 522 98
1535072 522 120
1535928 522 103
1536784 522 114
1537640 522 114
1538496 522 113
1539356 523 115
1540212 523 110
1541060 523 126
1541916 524 111
1542780 523 140
1543636 524 113
1544492 523 124
1545352 524 130
1546204 524 114
1547060 524 144
1547916 523 111
1548780 523 113
1549644 523 115
1550508 523 122
1551356 524 115
1552212 523 109
1553068 522 124
1553932 523 107
1554788 523 135
1555644 523 101
1556508 522 109
1557356 522 101
1558212 522 116
1559076 524 110
1559940 522 110
1560796 522 117
1561660 522 103
1562516 523 107
1563372 522 96
1564192 522 111
1565052 521 89
1565864 522 131
1566716 522 92
1567532 520 87
1568336 521 95
1569152 521 123
1570012 522 97
1570824 521 90
1571632 523 109
1572484 522 114
1573348 522 109
1574204 521 109
1575068 522 117
1575924 521 108
1576780 523 113
1577636 523 105
1578500 522 123
1579356 523 114
1580220 523 136
1581084 524 124
1581940 523 122
1582796 524 133
1583660 524 111
1584524 524 136
1585388 523 110
1586252 523 125
1587108 523 120
1587968 523 106
1588828 524 107
1589684 523 106
1590540 523 119
1591396 524 110
1592252 523 128
1593108 523 113
1593972 522 114
1594836 522 115
1595700 521 106
1596564 522 110
1597420 522 99
1598236 522 118
1599100 522 97
1599920 523 132
1600780 522 93
1601600 522 108
1602452 522 95
1603264 523 119
1604120 522 101
1604976 522 86
1605792 522 104
1606644 522 112
1607500 522 102
1608356 522 108
1609216 522 107
1610072 521 107
1610932 523 106
1611788 521 104
1612636 522 120
1613492 522 106
1614352 523 141
1615212 523 107
1616076 523 115
1616928 524 122
1617780 524 128
1618636 525 122
1619500 524 120
1620356 524 125
1621212 525 124
1622068 524 123
1622916 525 116
1623772 524 112
1624636 524 130
1625492 524 111
1626356 523 129
1627220 524 116
1628068 523 118
1628924 524 127
1629788 523 106
1630644 523 135
1631500 523 111
1632364 523 93
1633176 523 112
1634028 523 114
1634892 523 114
1635748 522 105
1636612 522 116
1637476 523 101
1638332 522 135
1639192 522 98
1640008 520 91
1640820 521 93
1641636 522 121
1642492 521 96
1643296 521 111
1644152 522 102
1645008 521 110
1645864 523 104
1646720 521 105
1647572 522 113
1648420 522 108
1649276 523 110
1650128 520 84
1650940 521 120
1651800 522 107
1652652 523 133
1653508 524 114
1654372 523 122
1655228 524 127
1656080 524 117
1656936 524 146
1657788 524 123
1658644 525 134
1659508 525 138
1660364 524 123
1661216 525 143
1662076 525 127
1662924 524 121
1663780 524 136
1664636 524 119
1665496 524 140
1666352 524 125
1667208 524 116
1668060 524 131
1668908 524 112
1669764 524 135
1670624 524 118
1671480 523 116
1672336 523 127
1673188 523 111
1674044 524 143
1674900 524 107
1675760 522 109
1676616 523 111
1677476 522 119
1678324 523 102
1679180 522 107
1680036 522 113
1680896 522 107
1681752 523 108
1682608 522 101
1683464 522 115
1684316 522 96
1685128 523 132
1685984 523 104
1686840 523 103
1687696 524 111
1688548 523 124
1689404 524 117
1690260 523 111
1691120 523 128
1691976 523 109
1692836 523 137
1693684 524 118
1694540 524 126
1695396 524 134
1696260 525 124
1697112 525 145
1697972 525 134
1698824 525 131
1699676 526 141
1700532 526 143
1701392 527 140
1702252 527 161
1703108 527 150
1703964 527 145
1704812 527 158
1705668 527 153
1706528 527 143
1707388 526 143
1708244 528 161
1709096 526 135
1709948 525 140
1710804 526 147
1711668 526 126
1712524 525 139
1713380 526 128
1714236 526 122
1715084 525 110
1715940 525 133
1716804 525 119
1717656 525 146
1718516 524 120
1719372 525 125
1720220 524 124
1721076 523 113
1721940 524 143
1722792 524 111
1723652 523 112
1724508 524 111
1725356 523 117
1726212 524 112
1727076 523 108
1727932 524 126
1728788 523 107
1729648 523 129
1730500 524 113
1731356 524 118
1732220 524 127
1733072 523 112
1733932 524 138
1734788 524 122
1735636 524 125
1736492 524 142
1737348 525 127
1738212 525 138
1739068 526 130
1739932 526 130
1740788 526 144
1741648 526 149
1742500 526 137
1743364 526 150
1744216 527 111
1745072 527 144
1745932 526 147
1746780 527 153
1747636 528 154
1748500 527 149
1749356 529 160
1750212 528 171
1751068 528 156
1751924 528 149
1752780 528 159
1753644 528 159
1754508 528 151
1755364 527 143
1756220 528 158
1757068 528 145
1757924 527 135
1758788 527 145
1759652 526 153
1760516 526 136
1761380 527 145
1762228 527 108
1763084 527 132
1763948 526 135
1764804 526 141
1765656 525 120
1766516 525 138
1767364 526 125
1768220 524 115
1769080 524 128
1769936 525 121
1770796 524 130
1771652 525 122
1772508 524 116
1773364 524 122
1774220 524 117
1775084 524 127
1775940 524 118
